movie,sentence,score
영웅,역사를 잊은 민족에게 미랜 없다,10
영웅,정성화 연기 잘하시네요~~,6
앰뷸런스,지루하긴했지만 재미있었음,8
영웅,오늘 두번째 관람했는데 역시나 좋았습니다~,9
스크루지: 크리스마스 캐럴,"어릴 때 봤던 스크루지 영화는 노잼이었던 거 같은데, 원래 이런 내용이었나 싶을 정도로 즐겁게 봄. 돈에 미쳐사는 꼬장꼬장하지만 여전히 정정한 음기풀풀 영감쟁이를, 제 뜻과 무관하게 이리저리 굴리며 두렵게 하고 울리고 결국엔 정신머리 개조하는 게 왜이렇게 재밌는 거임; 심지어 그 영감이 어릴 땐 아픈 여동생 돌보는 오빠였고, 젊을 땐 햇살가족 딸내미랑 약혼도 했던 과거가 있다..? 이야, 스크루지 전통할배맛집이었구나 ",10
영웅,그 시대를 지내신 모든분들께 감사드립니다,10
불릿 트레인,왜이게 지금 평점인가요…,10
아바타: 물의 길,ㄹㅇ 너무 슬펐음보다 나도모르게 눈물이 주르륵 나오더라안본사람은 지루해도 꼭 보는걸 추천함메리크리스마스,10
영웅,노래 정말 감동이었요!,9
영웅,노래 정말 감동이었요!,9
아바타: 물의 길,"정말 너무 재밌었고, 영상미가 너무나 좋아 눈을 뗄 수 없었다. 스토리도 정말 감동적이고 다섯번 운거 같다. 최고의 영화. 이 영화만큼은 10점을 줘도 마땅하다 생각한다.",10
영웅,진짜 너무 재밌었다…ㅠㅠ 진짜 온몸에 소름 끼침ㅠㅠ 꼭 보세요 다들… 전혀 지루하지 않아요 영화관에서 나올 때 울면서 나왔네요.,10
영웅,감동 입니다 ㅜㅜ 노래도  감동 슬퍼서  많이 울었네요,10
팬픽에서 연애까지,신세대 물로서 신인배우들을 재발견할 수 있는 시간이었습니다. 아직 미숙한 부분도 많지만 기대가 많이되는 부분입니다.,10
탑건: 매버릭,이 영화는 남녀노소를 불문하고 모두 즐길 수 있는 영화다 스토리? 연출 솔직히 촌스럽다 그런데 그 촌스러움에서 빈티지(?)가 묻어 나와 오히려 향수를 불러 일으키며 카타르시스를 느끼게한다 젊은 시절의 청춘이나 앞으로의 이데아를 일께우게하며 극중 ost는 영화와 찰떡같이 쫀득하다 영화관에서의 감상을 추천하며 힘들경우 스피커를 구비하기 바란다,10
영웅,생각보다 노래가 너무 좋았습니다!,9
아바타: 물의 길,명작입니다ㅠㅠ 더이상 말이 필요없어요,10
아바타: 물의 길,그래픽은 현란하지만 스토리는 꽝~,2
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",확실히 슬픈영화긴 하지만..눈물이 날 정도는 아니었던 거 같아요 살짝 급전개도 있지 않았나 싶네요 그리고 여주 남주가 못생겼으면 더 지루했을 거 같아요,8
영웅,와.. 웅장하면서 재미도 있고 감동도 있네요.배우분들 연기력이.. 대빅입니다.,10
영웅,모처럼 카타르시스를 느끼며 많이 흐느꼈네요. 그냥 슬프고 좋았습니다. 중반이후에는 노래만 나오면 눈물이 나더라구요..,10
아바타: 물의 길,영원히 기억될 위대한 명작,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",와 진짜 너무 슬퍼요 .. 마오리가 세번째 조건을 어겨도 되냐고 물었을때 토루가 난 이미 한참 전에 여겼다 하고 불꽃 터지며 뽀뽀하는 장면에서 왈칵 했는데 토루 죽었다는 장면 보고 진짜 와르르 왈칵 했습니다.. 또 이즈미가 “카미야 토루에 대해 잊지 말 것“ 보고 우는게 진짜 짠했습니다ㅠㅜ남친이랑 보러 갔는데 울면서 나왔네요 ,10
영웅,22년 최고의 영화가 마지막 순간어 나왔네요,10
영웅,웃기고 울리고 너무 재밌고 감동입니다 최고,10
영웅,웃기고 울리고 너무 재밌고 감동입니다 최고,10
기예르모 델토로의 피노키오,괴물이 신기하게생겼었다,10
영웅,꼭봐야할 영화 시작부터 끝까지 마음의 먹먹하네요 우리선조들의 희생으로 지금 우리가 편안하고 등따시고 배부르게 먹을수있다는걸 꼭 기억했으면좋겠어요,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",엄청 울었다 이렇게 감동적인 영화는 오랜만이다,10
아바타: 물의 길,"맞음 CG는 없었음..,..나비족 섭외만...ㅎ 극장에서 안보면 후회할거임..",10
영웅,뮤지컬에 관심 없다면 절대 관람금지처음부터 끝까지 미쳐 죽는줄 알았음,2
올빼미,연출력 연기 스토리 삼박자가 완벽한 작품이었음. 2시간이 너무 빨리 지나갔음,10
영웅,감동 그 자체에 노래 완전 소름이야...,10
영웅,진짜 가슴을 울리는영화입니다. 감히 재밌다고 표현할수 없습니다. 우리나라 독립운동가분들의 희생에 너무 가슴아픕니다. 감동적이고 가슴벅차오르는 영화입니다..세계적으로 많이 보셨음좋겠습니다. 대한민국만세!! 일본은 사과하라!!,10
영웅,눈물 가득 쏟고 왔네요. 최근 몇년간 이렇게 가슴이 뜨거웠던 적이 있었나 싶어요. 영화관에서 박수 터지는걸 보는건 이 영화가 처음이었네요,10
사일런스,성직자일지라도 인간의 선과 악의 판단은  하느님의 몫.,10
아바타: 물의 길,살아있는 생명들이 기계문명과 싸우는 정복과 피정복의 관계속 한 가족 ,7
인생은 아름다워,식구들끼리 보면서 구석에서 눈물흘리지 않는척 무던히도 애썼습니다.영원할것만같은 누군가와의 인연에 불가항력적인 마침표를 찍어야만하는 순간이오면 많이아프고 무섭겠지만 이들처럼 아름답게 훗날을기약하는 방법을쓰기위해 노력해볼렴니다.따듯한영화 잘봤습니다~~~,10
영웅,마지막20분 너무감동다끝나고 울컥!,9
아바타: 물의 길,"일본 아이맥스레이저관에서 봤습니다 아바타1은 한국에서 일반상영관에서 봤었고 아이맥스3d는 지금까지 허블3d, 하늘위를 걷는 남자 이렇게 봤었고 세번째가 아바타2였습니다 길게 말 안합니다 이게 3d영화입니다 그냥 아이맥스3d로 보세요 앞서 봤다던 아이맥스3d영화 두개도 3d효과 괜찮다는 평 들었던 영화였습니다만 아바타2의 진짜 발톱각질보다 못합니다 진짜 짧고 굵게 말씀드립니다 닥치고 아이맥스3d로 보세요 3시간이 50분처럼 느껴졌습니다",10
외계+인 1부,액션씬 짱이다... 빙글뱅글,8
아바타: 물의 길,최고의영화!!11살 무뚝뚝 아들램도 눈물흘리심..감동 그잡채!!!,10
아바타: 물의 길,이런 영화를 볼 수 있다는 거에 감사할따름,10
영웅,너무 재밌고 감동적이네요,10
본즈 앤 올,참으로 아름답습니다...,9
나이브스 아웃: 글래스 어니언,1편이 워낙 명작이라 그 기대 때문에 문제네요 비교만 안 하면 수작이라고 봅니다 ,8
에브리씽 에브리웨어 올 앳 원스,"엄마는 항상 바쁘다가도 멍하고 정신이 없다. 엄마의 속에는 항상 가족 걱정으로 가득차 있기 때문에. 자신의 삶, 엄마의 삶, 배우 양자경의 삶 그리고 우리들의 삶을 포괄하는!",7
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",전체적으로 따뜻하고 설렜다. 단지 후반부의 급전개가 아쉬웠다.,8
아바타: 물의 길,이런 엄청난 영화를 고작 만원대에 감상해도 된다니... 세상에.. 내가 본 영화중 TOP5 안에 드는 초 명작,10
아바타: 물의 길,엄첨 재밌고 3D로 봐야 눈 호강을 함,10
영웅,"전개가 뜬금없고 뮤지컬을 보완한 영상같은 느낌. 영화라고 하기엔 흐름이 자꾸 끊기고, 배우들 의상도 진짜 너무너무 아쉬웠어요. 모든배우들에게 장면을 주려는 듯한 작위적인..첫 뮤지컬영화라고해도 부족함이 너무 느껴졌습니다. ",2
아바타: 물의 길,아바타1보다 스토리 개연성이 떨어짐등장인물 너무 많아 복잡하고 생김새가 다 똑같음.,7
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",감동적이긴 하나 눈물이 많이 날 정도는 아니고 전개가 약간 빨라서 아쉬웠다. 남주인공 서사 대신 전개에 디테일을 더했으면 더 좋았을텐데,7
영웅,절대 리뷰같은거 남겨본적없는 사람중에 한사람인데 아들과 영화를보고 한없이 눈물흘리고 벅찬감동을 주최할수없어 남깁니다.이나라 국민이라면 꼭한번은 봐야한말밖에는 더 할말이 없네요.,10
나이브스 아웃: 글래스 어니언,역시 전편 보다 못한 후속편의 전형적인 예시,6
케이블 가이,"생각 보다 매우 다크해서 흥행은 안되었던걸로 아는데, 풍자적으로 매우 잘만든 블랙 코미디 ",8
해리가 샐리를 만났을 때,사랑일수도 있었던 것들에 대해서,10
아바타: 물의 길,진짜 짱임 다 할말이 없음,10
영웅,이틀 연속 관람하고 왔는데너무나 감동적이었어요!!,10
영웅,영화보고 처음으로 올려봅니다시간가는줄 모르게 몰입감 최고였고 가슴 뭉클...하게 잘봤어요,10
영웅,진짜 너무 좋았어요!! 뮤지컬 같았고 꼭 한번 봐야하는 영화,10
아바타: 물의 길,13년 걸려서 만들었다고 하기에는 너무 빈약하고 뻔한 스토리,4
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",너무 슬프고 씬 하나하나가 감동적임,10
영웅,최근 2주동안 본 영화가 3개인데 가장 여운이 길게 남는 영화는 영웅이 제일이네요.. 크리스마스 기념으로 가족들이랑 다같이 봤는데 다같이 울면서 너무 잘 봤습니다 다들 꼭 봤으면 좋겠어요,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",진짜 개슬퍼 지금도 영화만 생각나서 마음이 안 좋음.. 영화관에서 질질 짯슴요.. 그리고 남주랑 여주 개잘생고 예뻐요,10
아바타: 물의 길,"1편에 이은 2편, 역시 기대를 넘어섬. 3D로 봤는데. 4D로 볼걸 후회됨. 이런 영화는 2D보단 3D, 4D가 더 매력적. 우리가족 중간에 화장실 한번 안가고 완전 몰입~~~^^ 애들이 재밌다고 난리..",10
영웅,불가능하더라도 100년이 걸리더라도  안중근의사의 유해를 찾도록 노력해야 합니다,10
마이 선,아버지는 용감했고 납치범들은 한심했고,4
아바타: 물의 길,극장에도 노키즈존 만들어 주세요뒷줄에  앉은 애들  얼마나 시끄러운지ㅠㅠ,8
영웅,&amp;lt;영웅꼭 보세요.연기랑 노래가 너무좋아요&amp;gt;개그요소가 있는데 거슬리다는 분들있는데 저는 재미있게 봤네요관람관에서도 웃음소리 들렸으니 다들 재밌게 봤다는거겠죠?ㅋㅋ 벅차오르고 감격적이면서도 시대적 배경이 참 가슴아팠습니다 다들 조금씩 훌쩍였는데 나문희 배우님 노래에서 터졌네요 ㅜ 여기저기서 흐느끼는 소리가ㅠ 가족과 함께 보기좋은 영화였어요 다들 영웅 꼭 보세요!!!!,10
아바타: 물의 길,무조건 영화관에서 봐야하는 영화.영화관에서 못봤다면 재개봉할때까지 기다려라.,10
영웅,스토리가 너무 약함~~~,2
아바타: 물의 길,1퍈보다 더 재미있게 봤음,10
영웅,너무 감동적이였습니다.나라를 위해서 애쓰신 순국선열들께 감사드립니다,10
영웅,"정성화,김고은 노래가 좋네요 시나리오는 좀약한듯하지만..",10
올빼미,"어쩌다 궁궐의 권력 암투에 휘말려든 미천한 신분의 의원이, 그것도 앞 못보는 맹인 의원이, 간신히 궐 밖으로 빠져 나갈 기회를 얻었지만, 궐 문이 활짝 열린 순간 걱정하고 그리던 집으로 향하지 않고 몸을 돌려 그 무서운 궐로 다시 들어간다. 천신만고 끝에 잡은, 어쩌면 살아 돌아갈 마지막 기회일지도 모르는데, 목숨이 위태로운 한 생명을 구하기 위해, 잠시 생각한 후 주저 없이 뛰어 들어간다. 이번에는 도망치는 것이 아니라 사람을 살리기 위해 피하지 않고 싸우려는 것이다. 류준열의 이런 선택은 정의를 바로 세우거나 악을 청산하지는 못했지만 권력자의 불호령보다 사람들의 마음을 더 움직였고, 결국 그의 진심과 용기가 그를 살린다. 만약 궐 문이 열렸을 때 그가 집을 향해 갔다면 어떻게 되었을까? 과연 목숨이 부지됐을까? 목숨이 위태로운 누군가를 구할 일념하나로 백방으로 뛰는 순간 두려움이 떨쳐지고, 신분과 관계의 울타리를 넘어 손을 잡게 되었다. 앞이 보이지 않기에 타인의 아픔과 절규에 더 민감하게 반응하였던 걸까? 오랫동안 마음에 남을 수작이다.",10
아바타: 물의 길,누가 재미없다고 했나...그저 꿀잼..박진감 넘쳤다.,10
영웅,좋았어요. 하지만 먼가 어색함이 있긴하네요. 배우들의 연기는 두말 할것없지만 왜 갑자기 여기서 이런?? 하는 의문이 조금 들긴 했어요. ,10
침묵의 목격자,반전에 너무 얽매이다 보니 내용은 헐겁다.,6
영웅,먹먹한 웅장함과 감동!!,10
나이브스 아웃: 글래스 어니언,전작은 잊고 감상해 주세요! 근래 본 영화 중 제일 많이 웃으면서 본 영화였어요.,9
박서방,고전영화의 아름다움이 있습니다 ,10
타이타닉 2,ㅈ ㄴ 재미없네... 이게 모냐   어처구니가 없어서 웃음 나온다 ㅋㅋㅋ   진짜 시간 아까움 ,1
영웅,말하고자하는 메시지가 깊어서 좋았어요,10
영웅,영화 제작에 임한 모든 분들 배우님들을 포함해서 모두모두 수고하셨습니다. 감사합니다!,10
눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,뻔하고 재밌는 영화.,6
유전,장난하셈? 무슨 공포영화야 이게 하이틴 가족갈등영화느낌에 유치짬뽕;; 무서운장면없어도 무섭고 무슨 수작처럼 평가들 해놨길래 봤구먼 ㅋㅋㅋㅋ이건 진짜 에바참치네,2
영웅,높아진 한국 영화 수준에 비해 한참 낮은 연출대한민국에서 제일 할머니 연기 잘하는 배우와 최고의 뮤지컬 배우를 데리고 만든 결과 치고는 너무 아쉽지 않은가,4
